YYYYMMDD,UVIEF,UVIEFerr,UVDEF,UVDEFerr,UVDEC,UVDECerr,UVDVF,UVDVFerr,UVDVC,UVDVCerr,UVDDF,UVDDFerr,UVDDC,UVDDCerr,CMF,ozone
20050914,6.584,0.38,3.259,0.215,-1.0,-1.0,5.89,0.53,-1.0,-1.0,1.571,0.181,-1.0,-1.0,-1.0,295.7
20050915,6.937,0.377,3.414,0.213,-1.0,-1.0,6.259,0.525,-1.0,-1.0,1.722,0.179,-1.0,-1.0,-1.0,281.7
20050916,6.506,0.373,3.203,0.21,-1.0,-1.0,5.788,0.519,-1.0,-1.0,1.546,0.177,-1.0,-1.0,-1.0,292.5
20050917,6.316,0.37,3.105,0.207,-1.0,-1.0,5.577,0.511,-1.0,-1.0,1.472,0.175,-1.0,-1.0,-1.0,296.1
20050918,6.159,0.366,3.022,0.205,-1.0,-1.0,5.401,0.505,-1.0,-1.0,1.412,0.173,-1.0,-1.0,-1.0,298.7
20050919,6.386,0.363,3.117,0.203,-1.0,-1.0,5.634,0.5,-1.0,-1.0,1.507,0.171,-1.0,-1.0,-1.0,287.7
20050920,6.45,0.359,3.137,0.2,-1.0,-1.0,5.693,0.494,-1.0,-1.0,1.537,0.169,-1.0,-1.0,-1.0,282.6
20050921,6.016,0.356,2.928,0.197,-1.0,-1.0,5.228,0.486,-1.0,-1.0,1.366,0.166,-1.0,-1.0,-1.0,294.5
20050922,6.096,0.352,2.955,0.195,-1.0,-1.0,5.305,0.48,-1.0,-1.0,1.402,0.164,-1.0,-1.0,-1.0,288.4
20050923,6.228,0.349,3.005,0.193,-1.0,-1.0,5.434,0.474,-1.0,-1.0,1.458,0.162,-1.0,-1.0,-1.0,280.8
20050924,6.445,0.345,3.094,0.19,-1.0,-1.0,5.653,0.468,-1.0,-1.0,1.551,0.16,-1.0,-1.0,-1.0,270.7
20050925,6.308,0.342,3.022,0.188,-1.0,-1.0,5.502,0.462,-1.0,-1.0,1.499,0.158,-1.0,-1.0,-1.0,271.9
20050926,6.508,0.338,3.102,0.185,-1.0,-1.0,5.701,0.456,-1.0,-1.0,1.585,0.156,-1.0,-1.0,-1.0,262.7
20050927,5.77,0.334,2.76,0.183,-1.0,-1.0,4.929,0.449,-1.0,-1.0,1.293,0.154,-1.0,-1.0,-1.0,283.9
20050928,5.903,0.331,2.81,0.18,-1.0,-1.0,5.059,0.442,-1.0,-1.0,1.349,0.151,-1.0,-1.0,-1.0,275.8
20050929,5.252,0.326,2.509,0.177,-1.0,-1.0,4.384,0.436,-1.0,-1.0,1.105,0.149,-1.0,-1.0,-1.0,297.6
20050930,5.459,0.323,2.593,0.175,-1.0,-1.0,4.59,0.43,-1.0,-1.0,1.186,0.147,-1.0,-1.0,-1.0,285.5
20051001,5.246,0.319,2.489,0.173,-1.0,-1.0,4.367,0.424,-1.0,-1.0,1.11,0.145,-1.0,-1.0,-1.0,290.6
20051002,5.297,0.316,2.503,0.17,-1.0,-1.0,4.414,0.418,-1.0,-1.0,1.133,0.143,-1.0,-1.0,-1.0,284.9
20051003,5.19,0.312,2.447,0.167,-1.0,-1.0,4.299,0.412,-1.0,-1.0,1.097,0.141,-1.0,-1.0,-1.0,285.7
20051004,5.191,0.308,2.439,0.165,-1.0,-1.0,4.295,0.406,-1.0,-1.0,1.102,0.139,-1.0,-1.0,-1.0,282.0
20051005,5.083,0.305,2.383,0.163,-1.0,-1.0,4.181,0.4,-1.0,-1.0,1.066,0.137,-1.0,-1.0,-1.0,282.8
20051006,5.352,0.301,2.493,0.16,-1.0,-1.0,4.447,0.393,-1.0,-1.0,1.17,0.135,-1.0,-1.0,-1.0,268.4
20051007,5.305,0.297,2.464,0.158,-1.0,-1.0,4.394,0.388,-1.0,-1.0,1.157,0.133,-1.0,-1.0,-1.0,266.6
20051008,5.247,0.294,2.429,0.156,-1.0,-1.0,4.33,0.382,-1.0,-1.0,1.139,0.131,-1.0,-1.0,-1.0,265.3
20051009,5.32,0.29,2.453,0.153,-1.0,-1.0,4.397,0.376,-1.0,-1.0,1.171,0.129,-1.0,-1.0,-1.0,259.0
20051010,5.249,0.287,2.414,0.151,-1.0,-1.0,4.321,0.37,-1.0,-1.0,1.149,0.127,-1.0,-1.0,-1.0,258.1
20051011,4.79,0.283,2.206,0.148,-1.0,-1.0,3.862,0.364,-1.0,-1.0,0.984,0.125,-1.0,-1.0,-1.0,272.7
20051012,4.971,0.279,2.276,0.146,-1.0,-1.0,4.036,0.358,-1.0,-1.0,1.054,0.123,-1.0,-1.0,-1.0,261.5
20051013,4.934,0.276,2.253,0.144,-1.0,-1.0,3.995,0.353,-1.0,-1.0,1.045,0.121,-1.0,-1.0,-1.0,259.3
20051014,4.807,0.272,2.19,0.141,-1.0,-1.0,3.866,0.346,-1.0,-1.0,1.003,0.119,-1.0,-1.0,-1.0,260.7
20051015,4.659,0.268,2.119,0.139,-1.0,-1.0,3.717,0.341,-1.0,-1.0,0.954,0.117,-1.0,-1.0,-1.0,263.2
20051016,4.396,0.265,1.999,0.137,-1.0,-1.0,3.458,0.336,-1.0,-1.0,0.866,0.116,-1.0,-1.0,-1.0,271.1
20051017,4.287,0.261,1.946,0.135,-1.0,-1.0,3.349,0.33,-1.0,-1.0,0.833,0.114,-1.0,-1.0,-1.0,272.4
20051018,4.304,0.257,1.946,0.133,-1.0,-1.0,3.363,0.325,-1.0,-1.0,0.843,0.112,-1.0,-1.0,-1.0,267.5
20051019,4.26,0.254,1.92,0.13,-1.0,-1.0,3.318,0.319,-1.0,-1.0,0.832,0.11,-1.0,-1.0,-1.0,265.6
20051020,3.903,0.25,1.763,0.128,-1.0,-1.0,2.973,0.313,-1.0,-1.0,0.717,0.108,-1.0,-1.0,-1.0,280.0
20051021,3.793,0.247,1.71,0.126,-1.0,-1.0,2.866,0.308,-1.0,-1.0,0.685,0.106,-1.0,-1.0,-1.0,282.0
20051022,3.535,0.243,1.595,0.124,-1.0,-1.0,2.62,0.303,-1.0,-1.0,0.608,0.105,-1.0,-1.0,-1.0,293.6
20051023,3.684,0.24,1.652,0.122,-1.0,-1.0,2.76,0.297,-1.0,-1.0,0.658,0.103,-1.0,-1.0,-1.0,279.7
20051024,3.672,0.237,1.641,0.12,-1.0,-1.0,2.747,0.293,-1.0,-1.0,0.657,0.101,-1.0,-1.0,-1.0,276.1
20051025,3.017,0.233,1.363,0.118,-1.0,-1.0,2.132,0.287,-1.0,-1.0,0.465,0.099,-1.0,-1.0,-1.0,318.5
20051026,3.136,0.23,1.407,0.116,-1.0,-1.0,2.243,0.283,-1.0,-1.0,0.501,0.098,-1.0,-1.0,-1.0,303.6
20051027,3.233,0.226,1.442,0.114,-1.0,-1.0,2.334,0.277,-1.0,-1.0,0.533,0.096,-1.0,-1.0,-1.0,291.4
20051028,2.937,0.223,1.314,0.112,-1.0,-1.0,2.058,0.273,-1.0,-1.0,0.451,0.094,-1.0,-1.0,-1.0,310.3
20051029,2.991,0.22,1.331,0.11,-1.0,-1.0,2.108,0.268,-1.0,-1.0,0.469,0.093,-1.0,-1.0,-1.0,300.8
20051030,3.306,0.217,1.456,0.108,-1.0,-1.0,2.4,0.264,-1.0,-1.0,0.564,0.091,-1.0,-1.0,-1.0,272.9
20051031,3.347,0.214,1.467,0.107,-1.0,-1.0,2.437,0.259,-1.0,-1.0,0.58,0.09,-1.0,-1.0,-1.0,265.9
20051101,3.187,0.211,1.397,0.104,-1.0,-1.0,2.29,0.254,-1.0,-1.0,0.535,0.088,-1.0,-1.0,-1.0,272.1
20051102,3.256,0.208,1.42,0.103,-1.0,-1.0,2.352,0.25,-1.0,-1.0,0.558,0.087,-1.0,-1.0,-1.0,263.3
20051103,3.387,0.205,1.468,0.101,-1.0,-1.0,2.471,0.246,-1.0,-1.0,0.602,0.085,-1.0,-1.0,-1.0,251.2
20051104,3.445,0.202,1.486,0.1,-1.0,-1.0,2.522,0.242,-1.0,-1.0,0.623,0.084,-1.0,-1.0,-1.0,244.0
20051105,3.284,0.199,1.416,0.098,-1.0,-1.0,2.375,0.238,-1.0,-1.0,0.576,0.083,-1.0,-1.0,-1.0,249.4
20051106,3.019,0.196,1.305,0.096,-1.0,-1.0,2.135,0.233,-1.0,-1.0,0.5,0.081,-1.0,-1.0,-1.0,262.4
20051107,2.83,0.193,1.225,0.094,-1.0,-1.0,1.964,0.229,-1.0,-1.0,0.448,0.08,-1.0,-1.0,-1.0,272.1
20051108,2.743,0.191,1.185,0.093,-1.0,-1.0,1.886,0.225,-1.0,-1.0,0.426,0.078,-1.0,-1.0,-1.0,274.8
20051109,2.54,0.188,1.1,0.091,-1.0,-1.0,1.705,0.222,-1.0,-1.0,0.373,0.077,-1.0,-1.0,-1.0,288.2
20051110,2.331,0.185,1.013,0.09,-1.0,-1.0,1.52,0.218,-1.0,-1.0,0.321,0.076,-1.0,-1.0,-1.0,305.0
20051111,2.423,0.183,1.046,0.089,-1.0,-1.0,1.602,0.215,-1.0,-1.0,0.347,0.075,-1.0,-1.0,-1.0,290.5
20051112,2.613,0.18,1.118,0.087,-1.0,-1.0,1.772,0.211,-1.0,-1.0,0.4,0.073,-1.0,-1.0,-1.0,268.5
20051113,2.652,0.178,1.13,0.086,-1.0,-1.0,1.806,0.207,-1.0,-1.0,0.413,0.072,-1.0,-1.0,-1.0,261.3
20051114,2.647,0.175,1.124,0.084,-1.0,-1.0,1.803,0.204,-1.0,-1.0,0.414,0.071,-1.0,-1.0,-1.0,257.7
20051115,2.604,0.173,1.104,0.083,-1.0,-1.0,1.765,0.201,-1.0,-1.0,0.404,0.07,-1.0,-1.0,-1.0,257.3
20051116,2.545,0.171,1.077,0.082,-1.0,-1.0,1.714,0.198,-1.0,-1.0,0.391,0.069,-1.0,-1.0,-1.0,258.2
20051117,2.193,0.168,0.936,0.08,-1.0,-1.0,1.406,0.194,-1.0,-1.0,0.3,0.068,-1.0,-1.0,-1.0,288.3
20051118,2.09,0.166,0.893,0.079,-1.0,-1.0,1.318,0.191,-1.0,-1.0,0.277,0.067,-1.0,-1.0,-1.0,296.0
20051119,2.185,0.164,0.927,0.078,-1.0,-1.0,1.402,0.188,-1.0,-1.0,0.302,0.066,-1.0,-1.0,-1.0,280.7
20051120,2.215,0.162,0.936,0.077,-1.0,-1.0,1.429,0.186,-1.0,-1.0,0.311,0.065,-1.0,-1.0,-1.0,273.5
20051121,2.088,0.16,0.884,0.076,-1.0,-1.0,1.32,0.183,-1.0,-1.0,0.281,0.064,-1.0,-1.0,-1.0,283.6
20051122,1.825,0.158,0.78,0.075,-1.0,-1.0,1.096,0.181,-1.0,-1.0,0.22,0.063,-1.0,-1.0,-1.0,314.9
20051123,1.668,0.156,0.716,0.074,-1.0,-1.0,0.963,0.178,-1.0,-1.0,0.187,0.063,-1.0,-1.0,-1.0,337.3
20051124,1.799,0.154,0.765,0.073,-1.0,-1.0,1.077,0.175,-1.0,-1.0,0.217,0.061,-1.0,-1.0,-1.0,310.2
20051125,1.94,0.153,0.817,0.072,-1.0,-1.0,1.198,0.173,-1.0,-1.0,0.251,0.061,-1.0,-1.0,-1.0,286.3
20051126,1.988,0.151,0.833,0.071,-1.0,-1.0,1.24,0.171,-1.0,-1.0,0.264,0.06,-1.0,-1.0,-1.0,276.7
20051127,2.119,0.149,0.881,0.07,-1.0,-1.0,1.352,0.169,-1.0,-1.0,0.298,0.059,-1.0,-1.0,-1.0,258.8
20051128,2.051,0.148,0.853,0.069,-1.0,-1.0,1.294,0.167,-1.0,-1.0,0.282,0.059,-1.0,-1.0,-1.0,262.9
20051129,2.002,0.146,0.833,0.069,-1.0,-1.0,1.254,0.165,-1.0,-1.0,0.272,0.058,-1.0,-1.0,-1.0,265.3
20051130,1.773,0.145,0.743,0.068,-1.0,-1.0,1.062,0.163,-1.0,-1.0,0.218,0.057,-1.0,-1.0,-1.0,291.6
20051201,1.739,0.143,0.729,0.067,-1.0,-1.0,1.034,0.161,-1.0,-1.0,0.212,0.057,-1.0,-1.0,-1.0,293.4
20051202,1.512,0.142,0.641,0.066,-1.0,-1.0,0.846,0.16,-1.0,-1.0,0.164,0.056,-1.0,-1.0,-1.0,330.1
20051203,1.585,0.141,0.667,0.065,-1.0,-1.0,0.907,0.157,-1.0,-1.0,0.18,0.055,-1.0,-1.0,-1.0,312.6
20051204,1.822,0.14,0.756,0.065,-1.0,-1.0,1.107,0.156,-1.0,-1.0,0.234,0.055,-1.0,-1.0,-1.0,273.0
20051205,1.735,0.139,0.721,0.064,-1.0,-1.0,1.034,0.154,-1.0,-1.0,0.215,0.054,-1.0,-1.0,-1.0,282.4
20051206,1.41,0.137,0.597,0.064,-1.0,-1.0,0.765,0.153,-1.0,-1.0,0.146,0.054,-1.0,-1.0,-1.0,339.4
20051207,1.404,0.136,0.594,0.063,-1.0,-1.0,0.762,0.152,-1.0,-1.0,0.145,0.054,-1.0,-1.0,-1.0,337.7
20051208,1.446,0.135,0.608,0.063,-1.0,-1.0,0.797,0.15,-1.0,-1.0,0.154,0.053,-1.0,-1.0,-1.0,325.5
20051209,1.431,0.134,0.602,0.062,-1.0,-1.0,0.785,0.149,-1.0,-1.0,0.152,0.053,-1.0,-1.0,-1.0,326.3
20051210,1.506,0.134,0.629,0.062,-1.0,-1.0,0.849,0.148,-1.0,-1.0,0.168,0.053,-1.0,-1.0,-1.0,308.5
20051211,1.353,0.133,0.571,0.062,-1.0,-1.0,0.723,0.147,-1.0,-1.0,0.137,0.052,-1.0,-1.0,-1.0,339.7
20051212,1.313,0.132,0.555,0.061,-1.0,-1.0,0.691,0.147,-1.0,-1.0,0.13,0.052,-1.0,-1.0,-1.0,347.9
20051213,1.334,0.132,0.562,0.061,-1.0,-1.0,0.709,0.146,-1.0,-1.0,0.134,0.052,-1.0,-1.0,-1.0,340.3
20051214,1.536,0.131,0.638,0.061,-1.0,-1.0,0.875,0.145,-1.0,-1.0,0.176,0.051,-1.0,-1.0,-1.0,296.2
20051215,1.496,0.131,0.622,0.061,-1.0,-1.0,0.843,0.145,-1.0,-1.0,0.168,0.051,-1.0,-1.0,-1.0,302.2
20051216,1.321,0.13,0.556,0.06,-1.0,-1.0,0.7,0.144,-1.0,-1.0,0.132,0.051,-1.0,-1.0,-1.0,339.3
20051217,1.587,0.13,0.655,0.06,-1.0,-1.0,0.918,0.144,-1.0,-1.0,0.188,0.051,-1.0,-1.0,-1.0,284.5
20051218,1.636,0.13,0.673,0.06,-1.0,-1.0,0.958,0.144,-1.0,-1.0,0.199,0.051,-1.0,-1.0,-1.0,276.3
20051219,1.193,0.129,0.507,0.06,-1.0,-1.0,0.596,0.143,-1.0,-1.0,0.109,0.051,-1.0,-1.0,-1.0,373.9
20051220,1.229,0.129,0.521,0.06,-1.0,-1.0,0.625,0.143,-1.0,-1.0,0.115,0.051,-1.0,-1.0,-1.0,362.1
20051221,1.308,0.129,0.55,0.06,-1.0,-1.0,0.689,0.143,-1.0,-1.0,0.13,0.051,-1.0,-1.0,-1.0,340.0
20051222,1.384,0.13,0.579,0.06,-1.0,-1.0,0.752,0.143,-1.0,-1.0,0.145,0.051,-1.0,-1.0,-1.0,321.8
20051223,1.394,0.13,0.582,0.06,-1.0,-1.0,0.76,0.143,-1.0,-1.0,0.147,0.051,-1.0,-1.0,-1.0,319.8
20051224,1.401,0.13,0.585,0.06,-1.0,-1.0,0.765,0.144,-1.0,-1.0,0.148,0.051,-1.0,-1.0,-1.0,318.8
20051225,1.373,0.13,0.575,0.06,-1.0,-1.0,0.741,0.144,-1.0,-1.0,0.143,0.051,-1.0,-1.0,-1.0,325.8
20051226,1.317,0.13,0.554,0.06,-1.0,-1.0,0.696,0.144,-1.0,-1.0,0.132,0.051,-1.0,-1.0,-1.0,340.1
20051227,1.328,0.131,0.559,0.06,-1.0,-1.0,0.704,0.145,-1.0,-1.0,0.133,0.051,-1.0,-1.0,-1.0,338.4
20051228,1.569,0.131,0.65,0.061,-1.0,-1.0,0.901,0.145,-1.0,-1.0,0.183,0.052,-1.0,-1.0,-1.0,290.1
20051229,1.4,0.132,0.587,0.061,-1.0,-1.0,0.762,0.146,-1.0,-1.0,0.147,0.052,-1.0,-1.0,-1.0,324.1
20051230,1.575,0.132,0.653,0.061,-1.0,-1.0,0.905,0.147,-1.0,-1.0,0.183,0.052,-1.0,-1.0,-1.0,291.8
20051231,1.433,0.133,0.6,0.061,-1.0,-1.0,0.787,0.147,-1.0,-1.0,0.153,0.052,-1.0,-1.0,-1.0,320.5
20060101,1.626,0.134,0.674,0.062,-1.0,-1.0,0.946,0.148,-1.0,-1.0,0.193,0.052,-1.0,-1.0,-1.0,286.7
20060102,1.744,0.134,0.719,0.062,-1.0,-1.0,1.042,0.149,-1.0,-1.0,0.219,0.053,-1.0,-1.0,-1.0,271.1
20060103,1.529,0.135,0.639,0.063,-1.0,-1.0,0.864,0.15,-1.0,-1.0,0.171,0.053,-1.0,-1.0,-1.0,307.4
20060104,1.854,0.136,0.762,0.063,-1.0,-1.0,1.132,0.151,-1.0,-1.0,0.243,0.053,-1.0,-1.0,-1.0,260.7
20060105,1.521,0.137,0.638,0.063,-1.0,-1.0,0.855,0.152,-1.0,-1.0,0.168,0.054,-1.0,-1.0,-1.0,314.0
20060106,1.362,0.138,0.579,0.064,-1.0,-1.0,0.723,0.153,-1.0,-1.0,0.135,0.054,-1.0,-1.0,-1.0,352.6
20060107,1.365,0.139,0.581,0.064,-1.0,-1.0,0.724,0.155,-1.0,-1.0,0.135,0.055,-1.0,-1.0,-1.0,355.2
20060108,1.554,0.14,0.654,0.065,-1.0,-1.0,0.879,0.156,-1.0,-1.0,0.173,0.055,-1.0,-1.0,-1.0,316.5
20060109,1.721,0.141,0.719,0.066,-1.0,-1.0,1.018,0.158,-1.0,-1.0,0.208,0.056,-1.0,-1.0,-1.0,291.0
20060110,1.813,0.143,0.755,0.066,-1.0,-1.0,1.094,0.159,-1.0,-1.0,0.228,0.056,-1.0,-1.0,-1.0,280.8
20060111,1.81,0.144,0.756,0.068,-1.0,-1.0,1.09,0.162,-1.0,-1.0,0.227,0.057,-1.0,-1.0,-1.0,284.3
20060112,1.617,0.145,0.684,0.068,-1.0,-1.0,0.927,0.164,-1.0,-1.0,0.183,0.058,-1.0,-1.0,-1.0,318.5
20060113,1.725,0.147,0.727,0.069,-1.0,-1.0,1.015,0.166,-1.0,-1.0,0.205,0.058,-1.0,-1.0,-1.0,303.9
20060114,1.593,0.148,0.678,0.07,-1.0,-1.0,0.903,0.168,-1.0,-1.0,0.175,0.059,-1.0,-1.0,-1.0,331.1
20060115,1.749,0.15,0.74,0.07,-1.0,-1.0,1.033,0.17,-1.0,-1.0,0.208,0.06,-1.0,-1.0,-1.0,307.6
20060116,1.736,0.152,0.737,0.071,-1.0,-1.0,1.021,0.172,-1.0,-1.0,0.204,0.06,-1.0,-1.0,-1.0,313.7
20060117,2.004,0.154,0.842,0.072,-1.0,-1.0,1.247,0.174,-1.0,-1.0,0.265,0.061,-1.0,-1.0,-1.0,279.7
20060118,1.713,0.155,0.732,0.073,-1.0,-1.0,0.998,0.176,-1.0,-1.0,0.196,0.062,-1.0,-1.0,-1.0,326.3
20060119,1.825,0.157,0.777,0.074,-1.0,-1.0,1.092,0.18,-1.0,-1.0,0.22,0.063,-1.0,-1.0,-1.0,312.1
20060120,2.057,0.159,0.869,0.075,-1.0,-1.0,1.289,0.182,-1.0,-1.0,0.273,0.064,-1.0,-1.0,-1.0,284.8
20060121,2.153,0.161,0.909,0.077,-1.0,-1.0,1.37,0.185,-1.0,-1.0,0.295,0.065,-1.0,-1.0,-1.0,277.7
20060122,2.18,0.163,0.922,0.078,-1.0,-1.0,1.392,0.187,-1.0,-1.0,0.3,0.066,-1.0,-1.0,-1.0,278.7
20060123,2.185,0.165,0.927,0.079,-1.0,-1.0,1.396,0.19,-1.0,-1.0,0.299,0.067,-1.0,-1.0,-1.0,282.2
20060124,1.79,0.167,0.776,0.08,-1.0,-1.0,1.053,0.192,-1.0,-1.0,0.205,0.067,-1.0,-1.0,-1.0,342.2
20060125,1.626,0.169,0.714,0.081,-1.0,-1.0,0.909,0.195,-1.0,-1.0,0.169,0.068,-1.0,-1.0,-1.0,381.2
20060126,1.649,0.172,0.725,0.082,-1.0,-1.0,0.927,0.199,-1.0,-1.0,0.172,0.07,-1.0,-1.0,-1.0,382.2
20060127,2.169,0.174,0.933,0.084,-1.0,-1.0,1.377,0.203,-1.0,-1.0,0.288,0.071,-1.0,-1.0,-1.0,301.8
20060128,2.302,0.177,0.988,0.085,-1.0,-1.0,1.492,0.206,-1.0,-1.0,0.319,0.072,-1.0,-1.0,-1.0,291.3
20060129,2.35,0.179,1.011,0.086,-1.0,-1.0,1.533,0.209,-1.0,-1.0,0.329,0.073,-1.0,-1.0,-1.0,290.8
20060130,2.428,0.182,1.045,0.088,-1.0,-1.0,1.601,0.212,-1.0,-1.0,0.347,0.074,-1.0,-1.0,-1.0,287.4
20060131,1.958,0.184,0.861,0.089,-1.0,-1.0,1.184,0.216,-1.0,-1.0,0.231,0.075,-1.0,-1.0,-1.0,353.1
20060201,2.408,0.187,1.044,0.091,-1.0,-1.0,1.58,0.22,-1.0,-1.0,0.337,0.077,-1.0,-1.0,-1.0,298.9
20060202,2.465,0.19,1.07,0.092,-1.0,-1.0,1.63,0.224,-1.0,-1.0,0.35,0.078,-1.0,-1.0,-1.0,297.8
20060203,2.492,0.192,1.085,0.094,-1.0,-1.0,1.653,0.228,-1.0,-1.0,0.355,0.079,-1.0,-1.0,-1.0,299.9
20060204,2.343,0.195,1.029,0.095,-1.0,-1.0,1.518,0.231,-1.0,-1.0,0.314,0.081,-1.0,-1.0,-1.0,321.6
20060205,1.932,0.198,0.867,0.097,-1.0,-1.0,1.149,0.235,-1.0,-1.0,0.216,0.082,-1.0,-1.0,-1.0,389.8
20060206,2.175,0.201,0.969,0.099,-1.0,-1.0,1.364,0.24,-1.0,-1.0,0.269,0.084,-1.0,-1.0,-1.0,355.4
20060207,2.295,0.204,1.021,0.1,-1.0,-1.0,1.47,0.244,-1.0,-1.0,0.296,0.085,-1.0,-1.0,-1.0,344.6
20060208,2.352,0.207,1.048,0.102,-1.0,-1.0,1.519,0.248,-1.0,-1.0,0.307,0.086,-1.0,-1.0,-1.0,343.0
20060209,1.79,0.209,0.823,0.104,-1.0,-1.0,1.008,0.252,-1.0,-1.0,0.178,0.088,-1.0,-1.0,-1.0,451.8
20060210,2.333,0.213,1.049,0.105,-1.0,-1.0,1.498,0.257,-1.0,-1.0,0.298,0.089,-1.0,-1.0,-1.0,357.5
20060211,2.791,0.216,1.241,0.108,-1.0,-1.0,1.915,0.263,-1.0,-1.0,0.414,0.091,-1.0,-1.0,-1.0,311.4
20060212,1.884,0.219,0.872,0.109,-1.0,-1.0,1.083,0.267,-1.0,-1.0,0.193,0.092,-1.0,-1.0,-1.0,453.5
20060213,2.218,0.222,1.013,0.111,-1.0,-1.0,1.385,0.271,-1.0,-1.0,0.264,0.094,-1.0,-1.0,-1.0,394.6
20060214,3.163,0.226,1.408,0.113,-1.0,-1.0,2.257,0.276,-1.0,-1.0,0.509,0.096,-1.0,-1.0,-1.0,295.1
20060215,3.48,0.23,1.545,0.115,-1.0,-1.0,2.552,0.281,-1.0,-1.0,0.6,0.097,-1.0,-1.0,-1.0,277.7
20060216,3.25,0.233,1.455,0.118,-1.0,-1.0,2.338,0.287,-1.0,-1.0,0.528,0.099,-1.0,-1.0,-1.0,298.2
20060217,3.602,0.236,1.607,0.12,-1.0,-1.0,2.668,0.292,-1.0,-1.0,0.631,0.101,-1.0,-1.0,-1.0,279.0
20060218,3.764,0.24,1.68,0.122,-1.0,-1.0,2.822,0.297,-1.0,-1.0,0.678,0.103,-1.0,-1.0,-1.0,273.8
20060219,3.752,0.243,1.682,0.123,-1.0,-1.0,2.812,0.302,-1.0,-1.0,0.671,0.104,-1.0,-1.0,-1.0,278.8
20060220,3.825,0.247,1.718,0.126,-1.0,-1.0,2.883,0.308,-1.0,-1.0,0.691,0.106,-1.0,-1.0,-1.0,279.0
20060221,3.424,0.25,1.556,0.128,-1.0,-1.0,2.503,0.313,-1.0,-1.0,0.564,0.108,-1.0,-1.0,-1.0,309.7
20060222,3.558,0.254,1.619,0.13,-1.0,-1.0,2.631,0.318,-1.0,-1.0,0.601,0.11,-1.0,-1.0,-1.0,304.9
20060223,3.179,0.257,1.464,0.132,-1.0,-1.0,2.269,0.323,-1.0,-1.0,0.486,0.111,-1.0,-1.0,-1.0,339.9
20060224,3.184,0.261,1.472,0.134,-1.0,-1.0,2.274,0.328,-1.0,-1.0,0.485,0.113,-1.0,-1.0,-1.0,344.8
20060225,3.661,0.265,1.681,0.137,-1.0,-1.0,2.732,0.335,-1.0,-1.0,0.622,0.115,-1.0,-1.0,-1.0,312.2
20060226,3.042,0.268,1.422,0.139,-1.0,-1.0,2.135,0.34,-1.0,-1.0,0.44,0.117,-1.0,-1.0,-1.0,370.0
20060227,2.362,0.271,1.135,0.141,-1.0,-1.0,1.479,0.346,-1.0,-1.0,0.267,0.119,-1.0,-1.0,-1.0,473.2
20060228,2.631,0.275,1.256,0.143,-1.0,-1.0,1.736,0.351,-1.0,-1.0,0.329,0.121,-1.0,-1.0,-1.0,434.5
20060301,3.019,0.279,1.429,0.146,-1.0,-1.0,2.11,0.358,-1.0,-1.0,0.426,0.123,-1.0,-1.0,-1.0,390.3
20060302,3.581,0.283,1.678,0.148,-1.0,-1.0,2.657,0.364,-1.0,-1.0,0.581,0.125,-1.0,-1.0,-1.0,343.0
20060303,3.63,0.287,1.706,0.151,-1.0,-1.0,2.706,0.37,-1.0,-1.0,0.593,0.127,-1.0,-1.0,-1.0,344.2
20060304,3.573,0.29,1.687,0.153,-1.0,-1.0,2.65,0.375,-1.0,-1.0,0.573,0.129,-1.0,-1.0,-1.0,353.9
20060305,3.795,0.294,1.791,0.156,-1.0,-1.0,2.87,0.382,-1.0,-1.0,0.636,0.131,-1.0,-1.0,-1.0,341.7
20060306,3.521,0.298,1.677,0.158,-1.0,-1.0,2.6,0.388,-1.0,-1.0,0.552,0.133,-1.0,-1.0,-1.0,368.8
20060307,3.291,0.302,1.582,0.16,-1.0,-1.0,2.371,0.394,-1.0,-1.0,0.483,0.135,-1.0,-1.0,-1.0,396.3
20060308,3.873,0.306,1.845,0.163,-1.0,-1.0,2.95,0.4,-1.0,-1.0,0.651,0.137,-1.0,-1.0,-1.0,350.7
20060309,4.296,0.31,2.039,0.166,-1.0,-1.0,3.375,0.407,-1.0,-1.0,0.781,0.14,-1.0,-1.0,-1.0,327.1
20060310,4.559,0.314,2.163,0.168,-1.0,-1.0,3.643,0.413,-1.0,-1.0,0.865,0.142,-1.0,-1.0,-1.0,316.3
20060311,5.606,0.318,2.635,0.171,-1.0,-1.0,4.706,0.42,-1.0,-1.0,1.239,0.144,-1.0,-1.0,-1.0,273.5
20060312,6.026,0.322,2.831,0.173,-1.0,-1.0,5.14,0.426,-1.0,-1.0,1.397,0.146,-1.0,-1.0,-1.0,262.5
20060313,5.712,0.326,2.701,0.176,-1.0,-1.0,4.827,0.433,-1.0,-1.0,1.27,0.148,-1.0,-1.0,-1.0,276.6
20060314,5.639,0.329,2.678,0.179,-1.0,-1.0,4.759,0.439,-1.0,-1.0,1.238,0.15,-1.0,-1.0,-1.0,282.8
20060315,4.06,0.332,1.977,0.181,-1.0,-1.0,3.148,0.444,-1.0,-1.0,0.687,0.152,-1.0,-1.0,-1.0,370.6
20060316,5.007,0.336,2.411,0.183,-1.0,-1.0,4.121,0.451,-1.0,-1.0,0.998,0.154,-1.0,-1.0,-1.0,317.6
20060317,4.335,0.34,2.116,0.186,-1.0,-1.0,3.433,0.458,-1.0,-1.0,0.768,0.157,-1.0,-1.0,-1.0,360.4
